station,station_key,lat,lon,row_id,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?,station_csv,borough,stop_name,stop_type,stop_distance,passengers_2017,passengers_2018,passengers_2019,passengers_2020,passengers_2021,num_lines,avg_passengers,covid_impact_pct,recovery_rate_pct,trend_slope,trend_category,cluster_id,cluster_name
Gallions Reach,gallions reach,51.509538091545025,0.07222003294786511,310,894.0,Gallions Reach,,,,,,,,,,,1405306.0,1484206.0,1416166.0,870533.0,1095624.0,DLR,,,,,Yes,No,Gallions Reach,London,Gallions Reach DLR Station,MET,0.0008937874518085209,1405306.0,1484206.0,1416166.0,870533.0,1095624.0,1,1254367.0,-38.528887150235214,25.856687799313754,-123303.70000000001,Giảm nhẹ,5,Ga trung bình
Greenwich,greenwich,51.47775781635025,-0.014198816568398007,314,928.0,Greenwich,,,,,,,,,,,5205602.0,4936188.0,4854886.0,2084916.0,2725047.0,DLR,,,,,Yes,No,Greenwich,London,Greenwich DLR Station,MET,0.0006200780618912791,5205602.0,4936188.0,4854886.0,2084916.0,2725047.0,1,3961327.8,-57.05530469716488,30.70296357263314,-781238.2000000001,Giảm mạnh,5,Ga trung bình
Gunnersbury,gunnersbury,51.49179310432604,-0.2751750347956584,85,591.0,Gunnersbury,3657932.0,3670975.0,3825968.0,3932489.0,4393537.0,4643672.0,4553739.0,5411649.0,5410585.0,5784841.0,7706666.0,7694633.0,7833201.0,2878121.0,2942058.0,"District, London Overground",London Underground,Yes,,Yes,,No,Gunnersbury,London,Gunnersbury Underground Station,MET,9.27312993416758e-05,7706666.0,7694633.0,7833201.0,2878121.0,2942058.0,2,5810935.8,-63.257409071974536,2.2214840863188168,-1434572.8000000003,Giảm mạnh,1,Ga nhỏ
Harlesden,harlesden,51.53619291015474,-0.25750275515492754,90,596.0,Harlesden,2196043.0,2242642.0,2230090.0,2047839.9999999998,2280123.0,2425550.0,2603902.0,2773017.0,3007807.0,3099292.0,4377369.0,4331195.0,4385766.0,3267039.0,2321402.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Harlesden,London,Harlesden Underground Station,MET,0.0003979358044590131,4377369.0,4331195.0,4385766.0,3267039.0,2321402.0,2,3736554.2,-25.50813244482264,-28.94477231523713,-517608.9999999999,Giảm mạnh,1,Ga nhỏ
Harrow & Wealdstone,harrow and wealdstone,51.59220882796488,-0.3352311662416417,91,597.0,Harrow & Wealdstone,5055445.0,4306316.0,3892857.0,4279192.0,4468738.0,4452893.0,4659489.0,4512161.0,5002877.0,4963518.0,8142878.0,8136921.0,8159774.0,4723786.0,3884873.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Harrow & Wealdstone,Wealdstone,Harrow & Wealdstone Underground Station,MET,6.0522513967724115e-05,8142878.0,8136921.0,8159774.0,4723786.0,3884873.0,2,6609646.4,-42.10886232878509,-17.759335414432407,-1192914.5,Giảm mạnh,2,Ga rất ít khách
Harrow on the Hill,harrow on the hill,51.57932886728114,-0.3370159042568268,92,598.0,Harrow-on-the-Hill,9379157.0,9359403.0,8591134.0,8490159.0,8749578.0,8847439.0,9205889.0,9868855.0,10259516.0,10665325.0,10417901.0,10208999.0,10698286.0,6185709.0,4761645.0,Metropolitan,London Underground,Yes,,,,No,Harrow-on-the-Hill,London,Harrow-on-the-Hill Underground Station,MET,0.00024851685767410134,10417901.0,10208999.0,10698286.0,6185709.0,4761645.0,1,8454508.0,-42.1803735663825,-23.021839533673504,-1533580.2,Giảm mạnh,2,Ga rất ít khách
Heron Quays,heron quays,51.50306791529919,-0.021744064999687465,288,855.0,Heron Quays,,,,,,,,,,,8677976.0,7916332.0,8150993.0,2308727.0,3857998.0,DLR,,,,,Yes,No,Heron Quays,London,Heron Quays DLR Station,MET,0.0004488820108254046,8677976.0,7916332.0,8150993.0,2308727.0,3857998.0,1,6182405.2,-71.67551241916169,67.10498902642018,-1524756.1000000003,Giảm mạnh,5,Ga trung bình
Island Gardens,island gardens,51.486671636732005,-0.009489509781986224,289,856.0,Island Gardens,,,,,,,,,,,2898807.0,2716573.0,2708635.0,1328528.0,1514372.0,DLR,,,,,Yes,No,Island Gardens,London,Island Gardens DLR Station,MET,0.0013114998098188385,2898807.0,2716573.0,2708635.0,1328528.0,1514372.0,1,2233383.0,-50.95212164060495,13.988715330049498,-415691.50000000006,Giảm mạnh,5,Ga trung bình
Kensal Green,kensal green,51.53045766611699,-0.22471696470316385,109,617.0,Kensal Green,2386962.0,2630829.0,2185069.0,2325176.0,2319179.0,2540968.0,2562212.0,2279364.0,2563193.0,2724536.0,3453907.0,3263687.0,3356941.0,1715567.0,1504204.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Kensal Green,London,Kensal Green Underground Station,MET,0.00030948684406513087,3453907.0,3263687.0,3356941.0,1715567.0,1504204.0,2,2658861.2,-48.89493142715347,-12.320299935822968,-544752.5999999999,Giảm mạnh,1,Ga nhỏ
Kensington (Olympia),kensington olympia,51.49780916738491,-0.21038252311747127,110,618.0,Kensington (Olympia),951910.0,1315876.0,1274996.0,1286366.0,1737833.0,1795637.0,1876505.0,1947507.0,2008711.0,2047038.9999999998,4946651.0,3364717.0,3804436.0,1275099.0,1622491.0,"District, London Overground",London Underground,Yes,,Yes,,No,Kensington (Olympia),London,Kensington (Olympia) Underground Station,MET,0.00041196770391701865,4946651.0,3364717.0,3804436.0,1275099.0,1622491.0,2,3002678.8,-66.48388880769713,27.244315931547273,-873793.8,Giảm mạnh,1,Ga nhỏ
Kenton,kenton,51.58178846260141,-0.3171644058579785,112,620.0,Kenton,1443277.0,1471735.0,1676705.0,1824917.0,1942100.0,1972680.0,2017375.0,1957589.0,2116417.0,2078584.0000000002,2859905.0,2745537.0,2750164.0,2101808.0,1446419.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Kenton,Harrow,Kenton Underground Station,MET,0.00025614271595409614,2859905.0,2745537.0,2750164.0,2101808.0,1446419.0,2,2380766.6,-23.575175880420222,-31.18215365057132,-347070.10000000003,Giảm mạnh,2,Ga rất ít khách
Kew Gardens,kew gardens,51.47702993015285,-0.28525232821468915,113,621.0,Kew Gardens,3298111.0,3168320.0,3224467.0,3340697.0,3131336.0,3239675.0,3522717.0,3561549.0,3549683.0,4176827.0000000005,5550127.0,5320709.0,5263515.0,2305428.0,3032919.0,"District, London Overground",London Underground,Yes,,Yes,,No,Kew Gardens,Kew,Kew Gardens Underground Station,MET,3.0257971254438995e-05,5550127.0,5320709.0,5263515.0,2305428.0,3032919.0,2,4294539.6,-56.199839840866794,31.55557232756781,-804969.7000000001,Giảm mạnh,1,Ga nhỏ
King's Cross St. Pancras,king's cross st pancras,51.530397237917526,-0.12385794814245299,117,625.0,King's Cross St. Pancras,66359149.0,67067757.0,66152528.00000001,72576764.0,77110350.0,80970688.0,84866822.80059522,91984534.0,93413018.0,95030793.0,92620193.0,87839231.0,88273827.0,18837593.0,36734085.0,"Circle, Hammersmith & City, Metropolitan, Northern, Piccadilly, Victoria",London Underground,Yes,,,,Yes,King's Cross St. Pancras,London,King's Cross St. Pancras Underground Station,MET,0.0007146339885423998,92620193.0,87839231.0,88273827.0,18837593.0,36734085.0,6,64860985.8,-78.66004721875261,95.00413348987846,-18077385.4,Giảm mạnh,4,Siêu trung tâm
Mudchute,mudchute,51.49036417963112,-0.01509121470162963,290,857.0,Mudchute,,,,,,,,,,,2134183.0,2131157.0,2124149.0,1027512.0,1142393.0,DLR,,,,,Yes,No,Mudchute,London,Mudchute DLR Station,MET,0.0004896934862765912,2134183.0,2131157.0,2124149.0,1027512.0,1142393.0,1,1711878.8,-51.627122202820985,11.180502028200156,-308722.5,Giảm mạnh,5,Ga trung bình
New Cross,new cross,51.47667420245573,-0.03259457075859516,348,5150.0,New Cross,,,,,,,,,,,2784006.0,2660707.0,2655302.0,1492538.0,1532792.0,London Overground,,,,Yes,,No,New Cross,London,New Cross Rail Station,RLY,0.00037085385603439087,2784006.0,2660707.0,2655302.0,1492538.0,1532792.0,1,2225069.0,-43.79027319679645,2.697016759372291,-367059.7,Giảm mạnh,5,Ga trung bình
New Cross Gate,new cross gate,51.47533738470145,-0.040299579158885705,350,5345.0,New Cross Gate,,,,,,,,,,,6886621.0,5850998.0,5606001.0,2076254.0,2724966.0,London Overground,,,,Yes,,Yes,New Cross Gate,London,New Cross Gate Rail Station,RLY,0.00023153819128984957,6886621.0,5850998.0,5606001.0,2076254.0,2724966.0,1,4628968.0,-62.96372405213627,31.244346789939957,-1209805.4,Giảm mạnh,5,Ga trung bình
North Wembley,north wembley,51.562490285575436,-0.3041557353826293,149,659.0,North Wembley,1370773.0,1399678.0,1467339.0,1396982.0,1572627.0,1643799.0,1647314.0,1660434.0,1836732.0,1791287.0,2279055.0,2149594.0,2121901.0,1550566.0,1093549.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,North Wembley,London,North Wembley Underground Station,MET,0.0001670680754790134,2279055.0,2149594.0,2121901.0,1550566.0,1093549.0,2,1838933.0,-26.925619998293982,-29.474204903241784,-297004.0,Giảm mạnh,2,Ga rất ít khách
Poplar,poplar,51.50748844327703,-0.01722877373686347,291,858.0,Poplar,,,,,,,,,,,4713917.0,4567851.0,4967283.0,1135902.0,825604.0,DLR,,,,,Yes,No,Poplar,London,Poplar DLR Station,MET,0.00029938495933398934,4713917.0,4567851.0,4967283.0,1135902.0,825604.0,1,3242111.4,-77.13232767289482,-27.31732138864092,-1120857.5000000002,Giảm mạnh,5,Ga trung bình
Prince Regent,prince regent,51.50932066546096,0.03329548451423242,305,888.0,Prince Regent,,,,,,,,,,,3068336.0,2584885.0,2438593.0,952650.0,1381287.0,DLR,,,,,Yes,No,Prince Regent,Custom House,Prince Regent DLR Station,MET,0.000864709031941339,3068336.0,2584885.0,2438593.0,952650.0,1381287.0,1,2085150.2,-60.93444047448672,44.99417414580381,-500633.30000000005,Giảm mạnh,5,Ga trung bình
Pudding Mill Lane,pudding mill lane,51.5344008408679,-0.01317422837946622,292,859.0,Pudding Mill Lane,,,,,,,,,,,595193.0,763548.0,855872.0,619028.0,614843.0,DLR,,,,,Yes,No,Pudding Mill Lane,London,Pudding Mill Lane DLR Station,MET,0.0004304572068997083,595193.0,763548.0,855872.0,619028.0,614843.0,1,689696.8,-27.672829581993568,-0.6760598874364326,-10521.999999999993,Giảm nhẹ,5,Ga trung bình
Queen's Park,queen's park,51.534100903446934,-0.2047040902342027,169,680.0,Queen's Park,5044550.0,5662713.0,5285885.0,5206741.0,5529385.0,5409388.0,5578067.0,5844120.0,5771615.0,5636721.0,7574141.0,7266328.0,7579844.0,3619466.0,3484136.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Queen's Park,London,Queen's Park Underground Station,MET,0.00014238940054282155,7574141.0,7266328.0,7579844.0,3619466.0,3484136.0,2,5904783.0,-52.24880617595824,-3.738949336725362,-1182687.2,Giảm mạnh,1,Ga nhỏ
Richmond,richmond,51.46315964085974,-0.3017542176868921,175,686.0,Richmond,7308893.0,7299694.0,7600506.0,7154951.0,7473874.0,7557331.0,7953442.0,8448615.0,8661325.0,8112159.0,11875227.0,11573723.0,11535430.0,4436964.0,4631525.0,"District, London Overground",London Underground,Yes,,Yes,,No,Richmond,London,Richmond Underground Station,MET,0.0004255037351454,11875227.0,11573723.0,11535430.0,4436964.0,4631525.0,2,8810573.8,-61.536206279263105,4.385002898378261,-2162416.3000000003,Giảm mạnh,1,Ga nhỏ
Royal Albert,royal albert,51.50819634436704,0.04621659355798654,307,890.0,Royal Albert,,,,,,,,,,,1778768.0,1759509.0,1821951.0,642156.0,798208.0,DLR,,,,,Yes,No,Royal Albert,London,Royal Albert DLR Station,MET,0.00032416440839195496,1778768.0,1759509.0,1821951.0,642156.0,798208.0,1,1360118.4,-64.75448571339186,24.301260129937276,-307847.3,Giảm mạnh,5,Ga trung bình
Royal Victoria,royal victoria,51.509062110622175,0.018078557359541534,303,886.0,Royal Victoria,,,,,,,,,,,4935448.0,3883072.0,3968052.0,2219789.0,2286632.0,DLR,,,,,Yes,No,Royal Victoria,London,Royal Victoria DLR Station,MET,0.0004995618269137354,4935448.0,3883072.0,3968052.0,2219789.0,2286632.0,1,3458598.6,-44.05846999988911,3.0112321486411546,-696091.5000000001,Giảm mạnh,5,Ga trung bình
South Kenton,south kenton,51.57017168687136,-0.30858867502021503,198,709.0,South Kenton,805794.0,821139.0,853173.0,918728.0,957880.0,970928.0,1022501.0000000001,1102908.0,957195.0,1170483.0,1731221.0,1942355.0,1976241.0,1254611.0,911326.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,South Kenton,Preston,South Kenton Underground Station,MET,0.00016691407521866191,1731221.0,1942355.0,1976241.0,1254611.0,911326.0,2,1563150.8,-36.51528330805808,-27.361867543007357,-232753.39999999997,Giảm mạnh,2,Ga rất ít khách
South Quay,south quay,51.50053201100865,-0.019101694079593994,294,861.0,South Quay,,,,,,,,,,,5921106.0,6076155.0,6501819.0,1990713.0,2497386.0,DLR,,,,,Yes,No,South Quay,London,South Quay DLR Station,MET,0.003007227492177514,5921106.0,6076155.0,6501819.0,1990713.0,2497386.0,1,4597435.8,-69.38221442337907,25.451835598602106,-1093288.2000000002,Giảm mạnh,5,Ga trung bình
St. James's Park,st james's park,51.499345456140375,-0.13418374411553172,184,695.0,St. James's Park,13084320.0,13189508.0,13424654.0,13300266.0,13496515.0,14261759.0,14726104.0,15730145.0,15698186.0,14934536.0,13664987.0,14169247.0,14479978.0,2919119.0,3901970.0,"Circle, District",London Underground,Yes,,,,No,St. James's Park,Westminster,St. James's Park Underground Station,MET,0.000609329232203334,13664987.0,14169247.0,14479978.0,2919119.0,3901970.0,2,9827060.2,-79.8403077684234,33.66943930685937,-3077616.2,Giảm mạnh,1,Ga nhỏ
St. John's Wood,st john's wood,51.53456451631533,-0.17417235633672976,185,696.0,St. John's Wood,6650563.0,6660483.0,6523142.0,6371793.0,6741698.0,7067985.0,7269493.0,7617570.0,7879484.0,7791962.0,7399877.0,7480779.0,7610612.0,4113555.0,3464027.0,Jubilee,London Underground,Yes,,,,Yes,St. John's Wood,London,St. John's Wood Underground Station,MET,0.00022810867406718296,7399877.0,7480779.0,7610612.0,4113555.0,3464027.0,1,6013770.0,-45.94974753672898,-15.78994324860127,-1123892.4,Giảm mạnh,5,Ga trung bình
St. Paul's,st paul's,51.514801296733296,-0.09757365447760419,186,697.0,St. Paul's,13230664.0,12945684.0,14154562.0,16155148.0,17084479.0,15048402.0,16439098.999999998,17538974.0,17371372.0,18422362.0,16417294.0,12081030.0,15815893.0,3861774.0,5359932.0,Central,London Underground,Yes,,,,Yes,St. Paul's,City of London,St. Paul's Underground Station,MET,0.0001345691074157624,16417294.0,12081030.0,15815893.0,3861774.0,5359932.0,1,10707184.6,-75.58295317248289,38.79455400549074,-3033398.0,Giảm mạnh,5,Ga trung bình
Stonebridge Park,stonebridge park,51.54392228583471,-0.27540924757983426,206,717.0,Stonebridge Park,2083727.9999999998,2127817.0,2395880.0,2365091.0,2590700.0,2482229.0,2544366.0,2610664.0,2674890.0,2530036.0,3167614.0,3146167.0,3179390.0,2451145.0,1677652.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Stonebridge Park,Stonebridge,Stonebridge Park Underground Station,MET,0.00048393255539015966,3167614.0,3146167.0,3179390.0,2451145.0,1677652.0,2,2724393.6,-22.905179924450916,-31.55639507250693,-367494.6,Giảm mạnh,2,Ga rất ít khách
Tower Gateway,tower gateway,51.51056663876308,-0.07453096096556094,296,864.0,Tower Gateway,,,,,,,,,,,4485971.0,4780256.0,4905211.0,1344452.0,2401001.0,DLR,,,,,Yes,No,Tower Gateway,London,Tower Gateway DLR Station,MET,0.0002917164675453396,4485971.0,4780256.0,4905211.0,1344452.0,2401001.0,1,3583378.2,-72.59135233937948,78.58584761672414,-760574.3999999999,Giảm mạnh,5,Ga trung bình
Wembley Central,wembley central,51.552329965978,-0.2968594453731958,237,751.0,Wembley Central,3198306.0,3503931.0,4227669.0,4369690.0,4562798.0,5175356.0,4592227.0,5524620.0,5789849.0,5769748.0,7372001.0,7312400.0,7486761.0,4667735.0,3697026.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Wembley Central,London,Wembley Central Underground Station,MET,2.6762168567209164e-05,7372001.0,7312400.0,7486761.0,4667735.0,3697026.0,2,6107184.6,-37.65347925491411,-20.796146310790995,-999461.5,Giảm mạnh,2,Ga rất ít khách
West India Quay,west india quay,51.50663843932786,-0.0201480811370715,298,866.0,West India Quay,,,,,,,,,,,1280769.0,1355439.0,1305312.0,296160.0,1329826.0,DLR,,,,,Yes,No,West India Quay,London,West India Quay DLR Station,MET,0.0004238596780909094,1280769.0,1355439.0,1305312.0,296160.0,1329826.0,1,1113501.2,-77.3111715819666,349.0228254997299,-96116.50000000003,Giảm nhẹ,5,Ga trung bình
Westferry,westferry,51.509431782335305,-0.025791956499847963,297,865.0,Westferry,,,,,,,,,,,4999283.0,4953763.0,5266544.0,2579546.0,3049242.0,DLR,,,,,Yes,No,Westferry,London,Westferry DLR Station,MET,0.0009580348658925892,4999283.0,4953763.0,5266544.0,2579546.0,3049242.0,1,4169675.6,-51.02013768421948,18.208475444903872,-627429.9,Giảm mạnh,5,Ga trung bình
Willesden Junction,willesden junction,51.53219149710364,-0.2442888945170346,252,766.0,Willesden Junction,3427780.0,3498314.0,3832266.0,3897197.0,3919012.0,3986948.0,4170593.0,4503851.0,4597796.0,4728227.0,14639647.0,15274045.0,15667181.0,10091460.0,8706051.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No,Willesden Junction,London,Willesden Junction Underground Station,MET,6.76068994211729e-05,14639647.0,15274045.0,15667181.0,10091460.0,8706051.0,2,12875676.8,-35.58854014643732,-13.728528874910072,-1704977.7,Giảm mạnh,3,Ga lớn
Wimbledon,wimbledon,51.42138371953177,-0.20638158690359198,253,767.0,Wimbledon,14761156.0,15062078.0,11468852.0,11672760.0,11748798.0,11953067.0,14195582.0,15298628.0,15631389.0,13395119.0,11956760.0,11900167.0,12528740.0,7040552.0,7056386.0,District,London Underground,Yes,,,,No,Wimbledon,London,Wimbledon Underground Station,MET,0.00026042117891312693,11956760.0,11900167.0,12528740.0,7040552.0,7056386.0,1,10096521.0,-43.8047880313583,0.22489713874707554,-1466036.3,Giảm mạnh,1,Ga nhỏ
