station,station_key,lat,lon,row_id,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?,station_csv,borough,stop_name,stop_type,stop_distance,passengers_2017,passengers_2018,passengers_2019,passengers_2020,passengers_2021,num_lines,avg_passengers,covid_impact_pct,recovery_rate_pct,trend_slope,trend_category,cluster_id,cluster_name
Northwood,northwood,51.611159228903716,-0.42386079385157444,151,661.0,Northwood,1942899.0,1935448.0,1933813.0,1900165.0,1971642.0,2182311.0,2280491.0,2462889.0,2475743.0,2488831.0,2897563.0,2630662.0,2743087.0,1515209.0,1274615.0,Metropolitan,London Underground,Yes,,,,No,Northwood,London,Northwood Underground Station,MET,0.00011126553567539369,2897563.0,2630662.0,2743087.0,1515209.0,1274615.0,1,2212227.2,-44.76263421466399,-15.878601565856593,-436134.9000000001,Giảm mạnh,2,Ga rất ít khách
Northwood Hills,northwood hills,51.6004945765,-0.4092986306741607,152,662.0,Northwood Hills,1282445.0,1378044.0,1315818.0,1252358.0,1294249.0,1409847.0,1483623.0,1629043.0,1720439.0,1910904.0,1918400.0,1856472.0,1903375.0,1165488.0,831677.0,Metropolitan,London Underground,Yes,,,,No,Northwood Hills,London,Northwood Hills Underground Station,MET,0.00018236335497381052,1918400.0,1856472.0,1903375.0,1165488.0,831677.0,1,1535082.4,-38.76729493662573,-28.641307332207628,-286443.00000000006,Giảm mạnh,2,Ga rất ít khách
Notting Hill Gate,notting hill gate,51.50906353364374,-0.1965376854077625,153,663.0,Notting Hill Gate,16894545.0,16853354.0,17364829.0,17876742.0,17355461.0,17277512.0,17394388.0,17400155.0,16683962.000000002,17184657.0,15456337.0,13812400.0,15070782.0,5682051.0,6404193.0,"Central, Circle, District",London Underground,Yes,,,,Yes,Notting Hill Gate,London,Notting Hill Gate Underground Station,MET,0.00043811408061538733,15456337.0,13812400.0,15070782.0,5682051.0,6404193.0,3,11285152.6,-62.297570225619346,12.709178428704707,-2623463.6999999997,Giảm mạnh,3,Ga lớn
Oakwood,oakwood,51.64758364919411,-0.13184172130093721,154,664.0,Oakwood,2612314.0,2840198.0,2914899.0,2898027.0,2740918.0,2413451.0,2785115.0,2935164.0,2842657.0,2875067.0,2736346.0,2648492.0,2780380.0,1310286.0,1290796.0,Piccadilly,London Underground,Yes,,,,Yes,Oakwood,London,Oakwood Underground Station,MET,0.0003556663882301494,2736346.0,2648492.0,2780380.0,1310286.0,1290796.0,1,2153260.0,-52.87385177565657,-1.4874615160354303,-422930.6,Giảm mạnh,0,Ga ít khách
Old Street,old street,51.52560132336981,-0.08754973143646254,155,665.0,Old Street,17927250.0,19243903.0,19607520.0,20051825.0,21039484.0,21880078.0,21855888.0,23276520.0,25143510.0,25966550.0,25083479.0,25533008.0,27107822.0,6683590.0,9635310.0,Northern,London Underground,Yes,,,,No,Old Street,London,Old Street Underground Station,MET,0.0003427464254609905,25083479.0,25533008.0,27107822.0,6683590.0,9635310.0,1,18808641.8,-75.34442272787537,44.163690471737496,-4974575.6,Giảm mạnh,5,Ga trung bình
Osterley,osterley,51.480928804588714,-0.3519944046456113,156,667.0,Osterley,2056058.9999999998,2058633.0,2063962.0,2031966.0000000002,2145820.0,2189757.0,2317893.0,2458246.0,2350196.0,2315575.0,2079080.0,2043230.0,2179739.0,963611.0,911252.0,Piccadilly,London Underground,Yes,,,,Yes,Osterley,London,Osterley Underground Station,MET,0.0004141049350933842,2079080.0,2043230.0,2179739.0,963611.0,911252.0,1,1635382.4,-55.79236780183315,-5.4336241491639266,-341527.50000000006,Giảm mạnh,1,Ga nhỏ
Oval,oval,51.482105452338025,-0.11289340879806765,157,668.0,Oval,5922092.0,5921214.0,5791736.0,5634420.0,5846190.0,6109161.0,5911952.0,6397929.0,6968322.0,6447853.0,6983973.0,7027340.0,7170152.0,3313152.0,3129276.0,Northern,London Underground,Yes,,,,Yes,Oval,Kennington,Oval Underground Station,MET,0.0005216023719773371,6983973.0,7027340.0,7170152.0,3313152.0,3129276.0,1,5524778.6,-53.79244400955516,-5.549881200741771,-1142358.2,Giảm mạnh,5,Ga trung bình
Oxford Circus,oxford circus,51.51512379903709,-0.14176898366896637,158,669.0,Oxford Circus,72046333.0,72914886.0,72719762.0,70122354.0,77092776.0,80551504.0,85246928.0,98511630.0,92355623.0,83258977.0,79778619.0,73639833.0,78073457.0,14598777.0,32863152.0,"Bakerloo, Central, Victoria",London Underground,Yes,,,,Yes,Oxford Circus,London,Oxford Circus Underground Station,MET,0.00016694636990779264,79778619.0,73639833.0,78073457.0,14598777.0,32863152.0,3,55790767.6,-81.30122891829934,125.10893892002048,-15287199.000000004,Giảm mạnh,3,Ga lớn
Park Royal,park royal,51.52690137924541,-0.2842280159048494,160,671.0,Park Royal,1590678.0,1592807.0,1625925.0,1684245.0,1583000.0,1575786.0,1643912.0,1976904.0,2019381.9999999998,2015314.0,1923720.0,1896819.0,2047993.0,1245850.0,918333.0,Piccadilly,London Underground,Yes,,,,No,Park Royal,London,Park Royal Underground Station,MET,0.00024929248215132816,1923720.0,1896819.0,2047993.0,1245850.0,918333.0,1,1606543.0,-39.16727254438858,-26.28863827908657,-266174.3,Giảm mạnh,1,Ga nhỏ
Parsons Green,parsons green,51.47509533047479,-0.20123465658311965,161,672.0,Parsons Green,5075378.0,5126408.0,5449662.0,5690881.0,5944855.0,6187009.0,6452463.0,6799064.0,6822161.0,6746851.0,6442093.0,6357956.0,6558793.0,3026008.0,2993897.0,District,London Underground,Yes,,,,No,Parsons Green,London,Parsons Green Underground Station,MET,0.00019292618185317957,6442093.0,6357956.0,6558793.0,3026008.0,2993897.0,1,5075749.4,-53.86334040424816,-1.061167055738121,-1022834.0,Giảm mạnh,1,Ga nhỏ
Perivale,perivale,51.53659408992669,-0.3238520384923464,162,673.0,Perivale,1968909.0,2090825.0000000002,2030902.0000000002,2038525.0,2080788.0,2164790.0,2243955.0,2337555.0,2405584.0,2460144.0,2389751.0,2425638.0,2444064.0,1503990.0,1080893.0,Central,London Underground,Yes,,,,No,Perivale,London,Perivale Underground Station,MET,0.00042432968433109655,2389751.0,2425638.0,2444064.0,1503990.0,1080893.0,1,1968867.2,-38.463559055736674,-28.13163651354065,-353936.4,Giảm mạnh,2,Ga rất ít khách
Piccadilly Circus,piccadilly circus,51.51002699527075,-0.13400636555842163,163,674.0,Piccadilly Circus,38087335.0,38853181.0,38567356.0,39675335.0,40583552.0,42357331.0,41703911.0,42932327.0,42796831.0,41291525.0,38573777.0,36004485.0,38396960.0,4175738.0,14144793.0,"Bakerloo, Piccadilly",London Underground,Yes,,,,Yes,Piccadilly Circus,London,Piccadilly Circus Underground Station,MET,0.00020966103406025858,38573777.0,36004485.0,38396960.0,4175738.0,14144793.0,2,26259150.6,-89.12482134002275,238.73755968406064,-8068671.499999999,Giảm mạnh,3,Ga lớn
Pimlico,pimlico,51.48919376011052,-0.13374866528779117,261,776.0,Pimlico,8018387.000000001,8411898.0,8391929.0,8236497.999999999,8788540.0,9907380.0,10212959.0,11419311.0,11264698.0,11485039.0,10422636.0,10282108.0,10813686.0,4243221.0,4058878.0,Victoria,London Underground,Yes,,,,Yes,Pimlico,London,Pimlico Underground Station,MET,9.737856309411382e-05,10422636.0,10282108.0,10813686.0,4243221.0,4058878.0,1,7964105.8,-60.76064165354903,-4.344411945547969,-1876640.3,Giảm mạnh,5,Ga trung bình
Pinner,pinner,51.59285763009086,-0.3809198041503488,164,675.0,Pinner,2253132.0,2309129.0,2258335.0,2198745.0,2303547.0,2470413.0,2606534.0,2837149.0,3084213.0,3198703.0,3266903.0,3366921.0,2960479.0,1360437.0,1280875.0,Metropolitan,London Underground,Yes,,,,No,Pinner,London,Pinner Underground Station,MET,0.00024538725176407537,3266903.0,3366921.0,2960479.0,1360437.0,1280875.0,1,2447123.0,-54.04672689791078,-5.848267872749712,-597854.0,Giảm mạnh,2,Ga rất ít khách
Plaistow,plaistow,51.531218392483616,0.017804698696490016,165,676.0,Plaistow,5880743.0,6307995.0,6164459.0,6137394.0,6342063.0,6288553.0,6246718.0,6786121.0,7063495.0,5490616.0,5816650.0,5815124.0,5567660.0,3769831.0,2671882.0,"District, Hammersmith & City",London Underground,Yes,,,,No,Plaistow,London,Plaistow Underground Station,MET,0.0003739160802284272,5816650.0,5815124.0,5567660.0,3769831.0,2671882.0,2,4728229.4,-32.29056731194074,-29.12462123633659,-833482.9,Giảm mạnh,5,Ga trung bình
Preston Road,preston road,51.57203799181502,-0.2952563001589678,166,677.0,Preston Road,3032114.0,3099533.0,2949387.0,2859090.0,2960512.0,2972873.0,3154183.0,3474593.0,3427709.0,3308379.0,3447448.0,3200118.0,3230285.0,2030454.0,1388173.0,Metropolitan,London Underground,Yes,,,,No,Preston Road,Harrow,Preston Road Underground Station,MET,0.00016342649761375103,3447448.0,3200118.0,3230285.0,2030454.0,1388173.0,1,2659295.6,-37.14319324765462,-31.63238369349909,-528821.4,Giảm mạnh,2,Ga rất ít khách
Putney Bridge,putney bridge,51.46790222227188,-0.20897667848792142,167,678.0,Putney Bridge,5624131.0,5506224.0,5647761.0,5431014.0,5331762.0,5598383.0,5923504.0,5932349.0,5756910.0,5416663.0,5113846.0,5278188.0,5766944.0,2626929.0,2686314.0,District,London Underground,Yes,,,,No,Putney Bridge,London,Putney Bridge Underground Station,MET,0.00043551280806526145,5113846.0,5278188.0,5766944.0,2626929.0,2686314.0,1,4294444.2,-54.44850860351688,2.2606244782405613,-750632.2999999999,Giảm mạnh,1,Ga nhỏ
Queensbury,queensbury,51.59434714807256,-0.2857856816432078,168,679.0,Queensbury,3192282.0,3206121.0,3193258.0,2981736.0,3175666.0,3372174.0,3853332.0,4195103.0,4525278.0,4675024.0,4416312.0,4173051.0,4114533.0,2855288.0,1835750.0,Jubilee,London Underground,Yes,,,,Yes,Queensbury,London,Queensbury Underground Station,MET,0.0004615283800362459,4416312.0,4173051.0,4114533.0,2855288.0,1835750.0,1,3478986.8,-30.604809828964797,-35.707010991535704,-647888.7000000002,Giảm mạnh,2,Ga rất ít khách
Queensway,queensway,51.51038005162461,-0.18743446136457448,170,681.0,Queensway,8044511.999999999,8477115.0,8479415.0,9330912.0,8859128.0,8555667.0,8575808.0,7588751.0,7656619.0,8707156.0,8031860.0,7661884.0,8254515.0,2119882.0,3619504.0,Central,London Underground,Yes,,,,Yes,Queensway,Bayswater,Queensway Underground Station,MET,0.0002910926959965417,8031860.0,7661884.0,8254515.0,2119882.0,3619504.0,1,5937529.0,-74.31851538218781,70.74082425342543,-1436671.4000000001,Giảm mạnh,1,Ga nhỏ
Ravenscourt Park,ravenscourt park,51.49413653149786,-0.2362583539455994,171,682.0,Ravenscourt Park,2590358.0,2622796.0,2502619.0,2520547.0,2647871.0,2754691.0,2767420.0,2907957.0,3189008.0,3178278.0,3055656.0,3087532.0,3228328.0,1921494.0,1533828.0,District,London Underground,Yes,,,,No,Ravenscourt Park,London,Ravenscourt Park Underground Station,MET,0.00037794848587986425,3055656.0,3087532.0,3228328.0,1921494.0,1533828.0,1,2565367.6,-40.480211428330705,-20.17523864243136,-420969.39999999997,Giảm mạnh,1,Ga nhỏ
Rayners Lane,rayners lane,51.57497670388134,-0.37100556351776487,172,683.0,Rayners Lane,3813218.0,3849473.0,3914047.0,3867839.0,3979751.0,3951952.0,4081729.0,4371243.0,4512905.0,4460978.0,4112035.0,3912652.0,4159999.0,2336745.0,1778250.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No,Rayners Lane,London,Rayners Lane Underground Station,MET,0.00020938353381039877,4112035.0,3912652.0,4159999.0,2336745.0,1778250.0,2,3259936.2,-43.82823168947877,-23.90055397572264,-624347.7000000001,Giảm mạnh,2,Ga rất ít khách
Redbridge,redbridge,51.57630179240069,0.045423116107576156,173,684.0,Redbridge,2270350.0,2358917.0,2555355.0,2605947.0,2633085.0,2566293.0,2672035.0,2908558.0,2934539.0,3054243.0,2789938.0,2715368.0,2804018.0,1564820.0,1259738.0,Central,London Underground,Yes,,,,Yes,Redbridge,London,Redbridge Underground Station,MET,8.625005621639488e-05,2789938.0,2715368.0,2804018.0,1564820.0,1259738.0,1,2226776.4,-44.19365353574763,-19.496299893917513,-421094.8,Giảm mạnh,0,Ga ít khách
Regent's Park,regent's park,51.52350550346837,-0.14686263475286204,174,685.0,Regent's Park,2874342.0,3343794.0,3272235.0,3711215.0,3777683.0,3779666.0,3794744.0,3711179.0,3541481.0,3346006.0,3438858.0,3460614.0,3867435.0,1628977.0,1265551.0,Bakerloo,London Underground,Yes,,,,No,Regent's Park,Marylebone,Regent's Park Underground Station,MET,0.0004482690264791428,3438858.0,3460614.0,3867435.0,1628977.0,1265551.0,1,2732287.0,-57.87965408597688,-22.310075587316458,-617825.1,Giảm mạnh,5,Ga trung bình
Rickmansworth,rickmansworth,51.64027270698857,-0.4737121070183859,176,687.0,Rickmansworth,1869106.0,1903296.0,1903653.0,1906873.0,2029002.0000000002,2166361.0,2243984.0,2419354.0,2442771.0,2455761.0,2587429.0,2256420.0,2387979.0,1385890.0,1098469.0,Metropolitan,London Underground,Yes,,,,No,Rickmansworth,Rickmansworth,Rickmansworth Underground Station,MET,6.607559602262602e-05,2587429.0,2256420.0,2387979.0,1385890.0,1098469.0,1,1943237.4,-41.963894992376396,-20.739091847116292,-384845.0,Giảm mạnh,2,Ga rất ít khách
Roding Valley,roding valley,51.61711524120542,0.04386441546337607,177,688.0,Roding Valley,201380.0,206752.0,208714.0,212842.0,220319.0,224256.0,235697.0,255056.99999999997,260651.00000000003,367335.0,352989.0,459286.0,449612.0,190163.0,155226.0,Central,London Underground,Yes,,,,No,Roding Valley,London,Roding Valley Underground Station,MET,0.0002327909261103607,352989.0,459286.0,449612.0,190163.0,155226.0,1,321455.2,-57.70508794249264,-18.372133380310576,-66464.9,Giảm nhẹ,0,Ga ít khách
Rotherhithe,rotherhithe,51.50100569426645,-0.052180998321318894,319,1039.0,Rotherhithe,,,,,,,,,,,1826741.0,1817189.0,1786036.0,601765.0,860347.0,London Overground,,,,Yes,,Yes,Rotherhithe,London,Rotherhithe Rail Station,RLY,0.00023097135475517403,1826741.0,1817189.0,1786036.0,601765.0,860347.0,1,1378415.6,-66.3072300894271,42.970594833531365,-314821.19999999995,Giảm mạnh,5,Ga trung bình
Royal Oak,royal oak,51.51901712033329,-0.1882300430283105,179,690.0,Royal Oak,1545189.0,1826926.0,1765194.0,1852023.0,2045798.0,2220528.0,2431149.0,2703935.0,2491199.0,2545583.0,2486491.0,2587512.0,2608698.0,1251188.0,1185481.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No,Royal Oak,London,Royal Oak Underground Station,MET,0.0005266734380066624,2486491.0,2587512.0,2608698.0,1251188.0,1185481.0,2,2023874.0,-52.03783649928049,-5.251568908908973,-393834.39999999997,Giảm mạnh,1,Ga nhỏ
Ruislip,ruislip,51.5714491132228,-0.4214550740149796,180,691.0,Ruislip,1571122.0,1591374.0,1582373.0,1532460.0,1573058.0,1619948.0,1713378.0,1895875.0,1903105.0,1948970.0,1890042.0,1929049.0,1932543.0,948688.0,821706.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No,Ruislip,London,Ruislip Underground Station,MET,0.0004529217309192277,1890042.0,1929049.0,1932543.0,948688.0,821706.0,2,1504405.6,-50.90986332516275,-13.385011721451098,-311703.3,Giảm mạnh,2,Ga rất ít khách
Ruislip Gardens,ruislip gardens,51.560588503076744,-0.4110392849284111,181,692.0,Ruislip Gardens,770555.0,875326.0,958083.0,977597.0,1002292.0,989402.0,1003184.0000000001,1084140.0,1112623.0,1072221.0,1106458.0,1039276.0,1106583.0,549192.0,476607.0,Central,London Underground,Yes,,,,No,Ruislip Gardens,London,Ruislip Gardens Underground Station,MET,0.0003610033324234826,1106458.0,1039276.0,1106583.0,549192.0,476607.0,1,855623.2,-50.37046475501612,-13.216689245291263,-174978.59999999998,Giảm mạnh,2,Ga rất ít khách
Ruislip Manor,ruislip manor,51.57318767786705,-0.4123457920932595,182,693.0,Ruislip Manor,1477487.0,1551889.0,1560302.0,1568684.0,1599750.0,1691520.0,1774400.0,1975295.0,2005866.9999999998,1993852.0,1943537.0,1872804.0,1893831.0,988143.0,839242.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No,Ruislip Manor,London,Ruislip Manor Underground Station,MET,0.000627813325407042,1943537.0,1872804.0,1893831.0,988143.0,839242.0,2,1507511.4,-47.82306340956506,-15.068770410760385,-309325.10000000003,Giảm mạnh,2,Ga rất ít khách
Russell Square,russell square,51.52291284508324,-0.12431005564796778,183,694.0,Russell Square,13592202.0,13593560.0,14045262.0,14182721.0,14728330.0,13436431.0,12951499.0,13076625.0,13328942.0,12345236.0,10853914.0,11896108.0,12274252.0,2744465.0,3655414.0,Piccadilly,London Underground,Yes,,,,Yes,Russell Square,Bloomsbury,Russell Square Underground Station,MET,0.00016171209200405425,10853914.0,11896108.0,12274252.0,2744465.0,3655414.0,1,8284830.6,-77.64047047429041,33.192225078476135,-2354864.3,Giảm mạnh,5,Ga trung bình
Seven Sisters,seven sisters,51.58335418466474,-0.0724918814949986,187,698.0,Seven Sisters,13530879.0,13337507.0,12384660.0,12431276.0,12527651.0,13251478.0,14464440.0,15968957.0,17522713.0,18605749.0,27713217.0,26985722.0,26467010.0,14879945.0,12496696.0,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes,Seven Sisters,London,Seven Sisters Underground Station,MET,9.498679245623402e-05,27713217.0,26985722.0,26467010.0,14879945.0,12496696.0,2,21708518.0,-43.779274651726816,-16.016517534170994,-4253881.899999999,Giảm mạnh,3,Ga lớn
Sloane Square,sloane square,51.49228782409722,-0.15648623169091333,191,702.0,Sloane Square,13909926.0,14792555.0,14417460.0,14742700.0,14940194.0,16510040.0,16560260.0,16761977.000000002,17197513.0,17147936.0,16372926.0,15929561.0,16585916.0,6276139.0,7380128.0,"Circle, District",London Underground,Yes,,,,No,Sloane Square,London,Sloane Square Underground Station,MET,0.00011052277185654656,16372926.0,15929561.0,16585916.0,6276139.0,7380128.0,2,12508934.0,-62.15982885720632,17.590257322216733,-2763901.8000000003,Giảm mạnh,1,Ga nhỏ
Snaresbrook,snaresbrook,51.58082701976086,0.02149046243868993,192,703.0,Snaresbrook,2159779.0,2224189.0,2432618.0,2424610.0,2597942.0,2540095.0,2588391.0,2781855.0,2674477.0,2694225.0,2787010.0,2298797.0,2378289.0,1185716.0,1083968.0,Central,London Underground,Yes,,,,Yes,Snaresbrook,London,Snaresbrook Underground Station,MET,0.00015770301778030298,2787010.0,2298797.0,2378289.0,1185716.0,1083968.0,1,1946756.0,-50.14415825831091,-8.581144220032453,-451916.5,Giảm mạnh,0,Ga ít khách
South Ealing,south ealing,51.50136793634418,-0.30701883924670625,193,704.0,South Ealing,3446051.0,3356787.0,3341679.0,3307943.0,3324302.0,3313275.0,3476673.0,3700360.0,3699819.0,3617189.0,3477368.0,3357981.0,3518542.0,1630782.0,1495186.0,Piccadilly,London Underground,Yes,,,,Yes,South Ealing,Ealing,South Ealing Underground Station,MET,0.0005451843343585914,3477368.0,3357981.0,3518542.0,1630782.0,1495186.0,1,2695971.8,-53.65176826083077,-8.314783950276617,-569156.2999999999,Giảm mạnh,1,Ga nhỏ
South Harrow,south harrow,51.56467757054855,-0.3522115708704264,196,707.0,South Harrow,2176973.0,2188549.0,2272054.0,2396030.0,2279634.0,2262264.0,2287706.0,2503648.0,2583973.0,2484237.0,2107487.0,2081548.0,2167602.0,1581956.0,1013772.0,Piccadilly,London Underground,Yes,,,,No,South Harrow,London,South Harrow Underground Station,MET,0.00035064640295046003,2107487.0,2081548.0,2167602.0,1581956.0,1013772.0,1,1790473.0,-27.018151856290963,-35.91654887999413,-268702.19999999995,Giảm mạnh,2,Ga rất ít khách
South Kensington,south kensington,51.49399987276369,-0.1739223108838274,197,708.0,South Kensington,28250681.0,28482536.0,28242853.0,29776473.0,30608404.0,32495510.000000004,32751295.0,36461844.0,33869744.0,33603151.0,31994140.0,32056414.0,33071847.0,9805549.0,10824383.0,"District, Piccadilly, Circle",London Underground,Yes,,,,Yes,South Kensington,London,South Kensington Underground Station,MET,0.00023554649164174088,31994140.0,32056414.0,33071847.0,9805549.0,10824383.0,3,23550466.6,-70.35076692269409,10.390382017365882,-6459037.899999999,Giảm mạnh,3,Ga lớn
South Ruislip,south ruislip,51.55651695797167,-0.3986587571759527,199,710.0,South Ruislip,1521532.0,1611823.0,1607383.0,1679673.0,1756903.0,1705535.0,1766082.0,1760835.0,1718085.0,1758094.0,1926405.0,1895804.0,1952608.0,992838.0,888276.0,Central,London Underground,Yes,,,,No,South Ruislip,London,South Ruislip Underground Station,MET,0.0004224527287050966,1926405.0,1895804.0,1952608.0,992838.0,888276.0,1,1531186.2,-49.153235057932775,-10.531627516271538,-297922.39999999997,Giảm mạnh,2,Ga rất ít khách
South Wimbledon,south wimbledon,51.41528036588433,-0.1919790940231244,200,711.0,South Wimbledon,3719906.0,3679883.0,3800395.0,3596638.0,3750495.0,3704405.0,3788099.0,4280132.0,4570440.0,4759428.0,4627559.0,4626925.0,4654244.0,1992804.0,1937293.0,Northern,London Underground,Yes,,,,Yes,South Wimbledon,London,South Wimbledon Underground Station,MET,3.8565349833710646e-05,4627559.0,4626925.0,4654244.0,1992804.0,1937293.0,1,3567765.0,-57.18307849781834,-2.7855724898183665,-801465.3000000002,Giảm mạnh,1,Ga nhỏ
South Woodford,south woodford,51.59172564827309,0.02731713374279965,201,712.0,South Woodford,3710727.0,3836957.0,4093423.9999999995,3979196.0,4394000.0,4329645.0,4590459.0,5031350.0,5148679.0,5247294.0,5022133.0,4876210.0,5271035.0,2308574.0,2380524.0,Central,London Underground,Yes,,,,Yes,South Woodford,Woodford,South Woodford Underground Station,MET,0.00018209441124924003,5022133.0,4876210.0,5271035.0,2308574.0,2380524.0,1,3971695.2,-56.20264331388427,3.1166425680961494,-785085.4,Giảm mạnh,0,Ga ít khách
Southfields,southfields,51.44493132701891,-0.20653754405538557,194,705.0,Southfields,5741359.0,5630768.0,5511411.0,5213264.0,5256987.0,5576358.0,5789944.0,6134110.0,6173897.0,6275587.0,5732747.0,5747476.0,5860615.0,2902818.0,2695552.0,District,London Underground,Yes,,,,No,Southfields,London,Southfields Underground Station,MET,0.0001559843156983548,5732747.0,5747476.0,5860615.0,2902818.0,2695552.0,1,4587841.6,-50.469054868814965,-7.140165177424144,-891904.8,Giảm mạnh,1,Ga nhỏ
Southgate,southgate,51.63231971007186,-0.1277583933710463,195,706.0,Southgate,4805448.0,5052796.0,4959760.0,4905097.0,4912117.0,4875798.0,5386357.0,5633661.0,5555527.0,5647834.0,5304983.0,5170481.0,5429160.0,2705625.0,2312226.0,Piccadilly,London Underground,Yes,,,,Yes,Southgate,London,Southgate Underground Station,MET,5.76670868448781e-05,5304983.0,5170481.0,5429160.0,2705625.0,2312226.0,1,4184495.0,-50.164942643060805,-14.54004158004158,-845036.9999999999,Giảm mạnh,0,Ga ít khách
Southwark,southwark,51.503843006939,-0.10509183600618412,267,784.0,Southwark,8521360.0,9663065.0,10033484.0,10444575.0,11066974.0,11977082.0,13457338.0,14145874.0,17937654.0,17861867.0,15946577.0,15133433.0,14953717.0,3568419.0,5034192.0,Jubilee,London Underground,Yes,,,,Yes,Southwark,London,Southwark Underground Station,MET,0.00020222105037485133,15946577.0,15133433.0,14953717.0,3568419.0,5034192.0,1,10927267.6,-76.13690963925558,41.07625814121044,-3338978.4,Giảm mạnh,5,Ga trung bình
Stamford Brook,stamford brook,51.49479623145682,-0.24545379523797234,202,713.0,Stamford Brook,2779517.0,2641311.0,2433403.0,2495712.0,2522560.0,2628332.0,2664997.0,2672587.0,2695977.0,2700007.0,2557655.0,2621529.0,2749841.0,1317072.0,1223866.0,District,London Underground,Yes,,,,No,Stamford Brook,London,Stamford Brook Underground Station,MET,0.00027748919852532185,2557655.0,2621529.0,2749841.0,1317072.0,1223866.0,1,2093992.6,-52.103703450490414,-7.076758142303534,-397203.5,Giảm mạnh,1,Ga nhỏ
Stanmore,stanmore,51.6196183368386,-0.30310817135863766,203,714.0,Stanmore,2827923.0,2779443.0,2781462.0,2680914.0,3021276.0,3364355.0,3542897.0,3891298.0,3973686.0,4040588.9999999995,3717315.0,3762665.0,3853243.0,2021467.0,1729034.0,Jubilee,London Underground,Yes,,,,Yes,Stanmore,London,Stanmore Underground Station,MET,0.0002714863004861944,3717315.0,3762665.0,3853243.0,2021467.0,1729034.0,1,3016744.8,-47.538553888244266,-14.466375162196563,-571776.0,Giảm mạnh,2,Ga rất ít khách
Stepney Green,stepney green,51.52191062962783,-0.04645866635082054,204,715.0,Stepney Green,4033106.0,4400095.0,4137889.9999999995,4128661.0,4377706.0,4678837.0,5002409.0,5427571.0,5846372.0,6411775.0,6023114.0,6081225.0,5988691.0,2463108.0,2707641.0,"District, Hammersmith & City",London Underground,Yes,,,,No,Stepney Green,London,Stepney Green Underground Station,MET,0.00014650190071725068,6023114.0,6081225.0,5988691.0,2463108.0,2707641.0,2,4652755.8,-58.87067808307358,9.927822896925347,-1024906.2999999999,Giảm mạnh,5,Ga trung bình
Stockwell,stockwell,51.47216653861575,-0.12290931166210296,205,716.0,Stockwell,7995154.0,8361504.999999999,7866633.0,8044986.0,8331776.0,8871894.0,9424813.0,10520406.0,11082161.0,11423478.0,11089126.0,10565894.0,11075026.0,5370518.0,4614856.0,"Northern, Victoria",London Underground,Yes,,,,Yes,Stockwell,London,Stockwell Underground Station,MET,0.0002662560919905764,11089126.0,10565894.0,11075026.0,5370518.0,4614856.0,2,8543084.0,-51.507851990595775,-14.07056079134266,-1814391.6,Giảm mạnh,1,Ga nhỏ
Stratford,stratford,51.541309265966866,-0.003195329570308264,208,719.0,Stratford,25627136.0,27231042.0,26989730.0,29819454.0,48571300.0,50962909.0,54503326.0,59308320.0,61442630.0,67047270.0,111539219.0,112577515.0,118564624.0,53788483.0,63439192.0,"Central, DLR, Jubilee, London Overground, TfL Rail",London Underground,Yes,Yes,Yes,Yes,Yes,Stratford,London,Stratford DLR Station,MET,0.00045836594105519223,111539219.0,112577515.0,118564624.0,53788483.0,63439192.0,5,91981806.6,-54.63361567274907,17.941961664916263,-15498908.599999996,Giảm mạnh,4,Siêu trung tâm
Sudbury Hill,sudbury hill,51.5569961892343,-0.33621563204435556,209,720.0,Sudbury Hill,2211931.0,2112878.0,2008125.9999999998,1959018.0,2006325.0,2032858.0,2007949.0,2211298.0,2217946.0,1976543.0,1790959.0,1776550.0,1910960.0,1451606.0,889529.0,Piccadilly,London Underground,Yes,,,,No,Sudbury Hill,London,Sudbury Hill Underground Station,MET,0.00022540499437461866,1790959.0,1776550.0,1910960.0,1451606.0,889529.0,1,1563920.8,-24.037865784736468,-38.72104414007658,-212780.40000000002,Giảm mạnh,2,Ga rất ít khách
Sudbury Town,sudbury town,51.5507824568971,-0.3154826970337241,210,721.0,Sudbury Town,2294070.0,2243667.0,2160860.0,2116902.0,2055910.0,2009717.0000000002,1979322.0,2103309.0,2179203.0,1996547.0,1718575.0,1654830.0,1825805.0,1278124.0,835671.0,Piccadilly,London Underground,Yes,,,,No,Sudbury Town,Sudbury,Sudbury Town Underground Station,MET,0.00026401453672400814,1718575.0,1654830.0,1825805.0,1278124.0,835671.0,1,1462601.0,-29.99668639312522,-34.61737671775196,-214251.39999999997,Giảm mạnh,2,Ga rất ít khách
